1222,hurry,n. 匆忙，急忙 v. 仓促（做某事）；催促；（朝某方向）迅速移动；迅速处理
1223,how,adv. 如何；多少；多么 n. 方法；方式 conj. 如何
1224,beast,n. 野兽；畜生，人面兽心的人
1225,practice,n. 实践；练习；惯例 v. 练习；实习；实行
1226,reliable,adj. 可靠的；可信赖的 n. 可靠的人
1227,evening,n. 晚上；傍晚；（联欢性的）晚会；后期 adj. 在晚上的；为晚上的；晚上用的 int. 晚上好（等于good evening）
1228,allocate,v. 分配；拨出；使坐落于
1229,development,n. 发展；开发；发育；住宅小区（专指由同一开发商开发的）；[摄] 显影
1230,paragraph,n. 段落；短评；段落符号 v. 将…分段
1231,terminal,n. 末端；终点；终端机；极限 adj. 末端的；终点的；晚期的
1232,correspond,v. 符合，一致；相应；通信
1233,war,n. 战争，斗争；军事，战术；冲突，对抗，竞争 v. 打仗，作战；对抗
1234,sleepy,adj. 欲睡的；困乏的；不活跃的
1235,surprise,n. 惊奇，诧异；突然袭击 v. 使惊奇；奇袭 adj. 令人惊讶的
1236,snowman,n. 雪人
1237,search,v. 搜寻；调查；探求 n. 搜寻；探究，查究
1238,toothache,n. [口腔] 牙痛
1239,wash,n. 洗涤；洗的衣服；化妆水；冲积物 v. 洗涤；洗刷；冲走；拍打
1240,classroom,n. 教室
1241,nephew,n. 侄子；外甥
1242,cap,n. 盖；帽子 v. 脱帽致意
1243,aggression,n. 侵略；进攻；侵犯；侵害
1244,TV,abbr. 电视（television）
1245,notebook,n. 笔记本，笔记簿；手册
1246,bonus,n. 奖金；红利；额外津贴
1247,drop,v. 滴；使降低；使终止；随口漏出 n. 滴；落下；空投；微量；滴剂
1248,circus,n. 马戏；马戏团
1249,amount,v. 总计，合计；相当于；共计；产生…结果 n. 数量；总额，总数
1250,bounce,n. 跳；弹力；活力 v. 弹跳；使弹起
1251,married,adj. 已婚的，有配偶的；婚姻的，夫妇的；密切结合的 n. 已婚者 v. 结婚，与…结婚（marry的过去式）
1252,none,pron. 没有人；一个也没有；没有任何东西 adj. 没有的，一点没有的 adv. 决不，一点也不 n. (None)人名；(葡、罗)诺内；(日)野根(姓)
1253,arrive,v. 到达；成功；达成；出生 n. (Arrive)人名；(法)阿里夫
1254,steady,adj. 稳定的；不变的；沉着的 v. 稳固 adv. 稳定地；稳固地 n. 关系固定的情侣；固定支架
1255,museum,n. 博物馆
1256,enjoyable,adj. 快乐的；有乐趣的；令人愉快的
1257,headache,n. 头痛；麻烦；令人头痛之事
1258,hopeful,adj. 有希望的；有前途的 n. 有希望成功的人
1259,event,n. 事件，大事；项目；结果
1260,ache,v. 疼痛；渴望 n. 疼痛
1261,heavily,adv. 沉重地；猛烈地；沉闷地
1262,warning,n. 警告；预兆；预告 adj. 警告的；引以为戒的 v. 警告（warn的ing形式）
1263,form,n. 形式，形状；形态，外形；方式；表格 v. 构成，组成；排列，组织；产生，塑造
1264,outspoken,adj. 坦率的，直言不讳的
1265,hungry,adj. 饥饿的；渴望的；荒年的；不毛的
1266,ton,n. 吨；很多，大量
1267,afraid,adj. 害怕的；恐怕；担心的
1268,salty,adj. 咸的；含盐的
1269,need,n. 需要，要求；缺乏；必要之物 v. 需要
1270,rugby,n. 英式橄榄球；拉格比（英格兰中部的城市）
1271,lamb,n. 羔羊，小羊；羔羊肉 v. 生小羊，产羔羊
1272,cream,n. 奶油，乳脂；精华；面霜；乳酪
1273,fond,adj. 喜欢的；温柔的；宠爱的 n. (Fond)人名；(法)丰；(瑞典)丰德
1274,recite,v. 背诵；叙述；列举
1275,disobey,v. 违反；不服从
1276,leader,n. 领导者；首领；指挥者
1277,fun,n. 乐趣；玩笑；有趣的人或事 adj. 供娱乐用的 vi. 开玩笑
1278,vain,adj. 徒劳的；自负的；无结果的；无用的
1279,service,n. 服务，服侍；服役；仪式 adj. 服务性的；耐用的；服现役的 v. 维修，检修；保养
1280,stainless,adj. 不锈的；纯洁的，未被玷污的；无瑕疵的
1281,agent,n. 代理人，代理商；药剂；特工 vt. 由…作中介；由…代理 adj. 代理的
1282,maid,n. 女仆；少女 vt. 侍候；做新娘的女傧相 vi. 当女仆
1283,camera,n. 照相机；摄影机
1284,too,adv. 太；也；很；还；非常；过度
1285,nine,n. 九，九个 num. 九；九个 adj. 九的，九个的
1286,perform,v. 执行；完成；演奏
1287,doubt,n. 怀疑；疑问；疑惑 v. 怀疑；不信；恐怕；拿不准
1288,digest,v. 消化；吸收；融会贯通 n. 文摘；摘要
1289,while,conj. 虽然；然而；当……的时候 n. 一会儿；一段时间 v. 消磨；轻松地度过
1290,pretty,adj. 漂亮的；可爱的；优美的 adv. 相当地；颇 n. 有吸引力的事物（尤指饰品）；漂亮的人
1291,studio,n. 工作室；[广播][电视] 演播室；画室；电影制片厂
1292,Moscow,n. 莫斯科（俄罗斯首都）
1293,disturbing,adj. 令人不安的；烦扰的 v. 干扰；打断（disturb的ing形式）
1294,schoolmate,n. 同学；同窗
1295,adult,adj. 成年的；成熟的 n. 成年人
1296,miss,n. 女士，小姐，年轻未婚女子
1297,hobby,n. 嗜好；业余爱好
1298,disagree,v. 不同意；不一致；争执；不适宜
1299,bound,adj. 有义务的；必定的；受约束的；装有封面的 v. 束缚；使跳跃 n. 范围；跳跃
1300,approve,v. 批准；赞成；为…提供证据
1301,convenience,n. 便利；厕所；便利的事物
1302,who,pron. 谁；什么人
1303,arm,n. 手臂；武器；袖子；装备；部门 v. 武装起来
1304,goods,n. 商品；动产；合意的人；真本领
1305,butterfly,n. 蝴蝶；蝶泳；举止轻浮的人；追求享乐的人
1306,risk,n. 风险；危险；冒险 v. 冒…的危险
1307,African,adj. 非洲的，非洲人的 n. 非洲人
1308,twentieth,n. 二十分之一 adj. 第二十的；二十分之一的 num. 第二十
1309,America,n. 美洲（包括北美和南美洲）；美国
1310,bottle,n. 瓶子；一瓶的容量 v. 控制；把…装入瓶中
1311,literary,adj. 文学的；书面的；精通文学的
1312,bicycle,n. 自行车 v. 骑脚踏车
1313,wallet,n. 钱包，皮夹
1314,superb,adj. 极好的；华丽的；宏伟的 n. (Superb)人名；(罗)苏佩尔布
1315,pool,n. 联营；撞球；水塘；共同资金 v. 联营，合伙经营
1316,fragrant,adj. 芳香的；愉快的
1317,mercy,n. 仁慈，宽容；怜悯；幸运；善行
1318,preview,n. 预览；试映；事先查看 v. 预览；预演；事先查看
1319,hatch,n. 孵化；舱口 v. 孵；策划
1320,school,n. 学校；学院；学派；鱼群 v. 教育
1321,promote,v. 促进；提升；推销；发扬
1322,crew,n. 队，组；全体人员，全体船员 v. 一起工作
1323,preparation,n. 预备；准备
1324,tomorrow,n. 明天；未来 adv. 明天；未来地（等于to-morrow）
1325,taste,n. 味道；品味；审美 v. 尝；体验
1326,abortion,n. 流产，堕胎，小产；流产的胎儿；（计划等）失败，夭折
1327,sparrow,n. 麻雀；矮小的人
1328,bond,n. 债券；结合；约定；粘合剂；纽带 v. 结合，团结在一起
1329,face,n. 脸；表面；面子；面容；外观；威信 v. 向；朝
1330,wound,n. 创伤，伤口 v. 使受伤
1331,mustard,n. 芥末；芥菜；深黄色；强烈的兴趣
1332,ruler,n. 尺；统治者；[测] 划线板，划线的人
1333,umbrella,n. 雨伞；保护伞；庇护；伞形结构
1334,pub,n. 酒馆；客栈
1335,playground,n. 运动场，操场；游乐场
1336,arbitrary,adj. [数] 任意的；武断的；专制的
1337,turning,n. 转向；旋转；回转；转弯处 v. 旋转（turn的ing形式）
1338,account,n. 账户；解释；账目，账单；理由；描述 v. 解释；导致；报账
1339,quite,adv. 很；相当；完全
1340,wake,v. 醒来；唤醒；警觉 n. 尾迹；守夜；守丧
1341,workmate,n. 同事；工友
1342,album,n. 相簿；唱片集；集邮簿；签名纪念册
1343,dangerous,adj. 危险的
1344,replace,v. 取代，代替；替换，更换；归还，偿还；把…放回原处
1345,eyesight,n. 视力；目力
1346,tremble,v. 发抖；战栗；焦虑；摇晃 n. 颤抖；战栗；摇晃
1347,cage,n. 笼，兽笼；牢房，监狱 v. 把…关进笼子；把…囚禁起来
1348,either,adj. 两者之中任一的；两者之中每一的 prep. 任何一个 conj. 也（用于否定句或否定词组后）；根本 pron. 任一，两方，随便哪一个；两者中的一个或另一个
1349,lucky,adj. 幸运的；侥幸的
1350,order,n. 命令；顺序；规则；[贸易] 定单 v. 命令；整理；定购
1351,south,n. 南方，南边；南部 adv. 在南方，向南方 adj. 南的，南方的
1352,mobile,adj. 可移动的；机动的；易变的；非固定的 n. 运动物体
1353,door,n. 门；家，户；门口；通道
1354,list,n. [计] 列表；清单；目录 v. 列于表上
1355,videophone,n. 电视电话
1356,empty,adj. 空的；无意义的；无知的；徒劳的 v. 使失去；使…成为空的 n. 空车；空的东西
1357,armchair,n. 扶手椅，单人沙发 adj. 不切实际的
1358,self,n. 自己，自我；本质；私心 adj. 同一的 vt. 使自花授精；使近亲繁殖 vi. 自花授精
1359,nature,n. 自然；性质；本性；种类
1360,transparent,adj. 透明的；显然的；坦率的；易懂的
1361,submit,v. 使服从；主张；呈递
1362,agriculture,n. 农业；农耕；农业生产；农艺，农学
1363,exactly,adv. 恰好地；正是；精确地；正确地
1364,undo,v. 取消；解开；破坏；扰乱
1365,cheerful,adj. 快乐的；愉快的；高兴的
1366,remind,v. 提醒；使想起
1367,disaster,n. 灾难，灾祸；不幸
1368,daily,adj. 日常的；每日的 n. 日报；朝来夜去的女佣 adv. 日常地；每日；天天
1369,cheers,v. 感谢；谢谢；再见
1370,season,n. 时期；季节；赛季 v. 给…调味；使适应
1371,dislike,v. 不喜欢，厌恶 n. 嫌恶，反感，不喜爱
1372,software,n. 软件
1373,steel,n. 钢铁；钢制品；坚固 v. 钢化；使冷酷 adj. 钢制的；钢铁业的；坚强的
1374,industry,n. 产业；工业；勤勉
1375,there,adv. 在那里；在那边；在那点上 int. 你瞧 n. 那个地方
1376,botany,n. 植物学；地区植物总称
1377,unfortunately,adv. 不幸地
1378,gain,n. 增加；利润；收获 v. 获得；增加；赚到
1379,together,adv. 一起；同时；相互；连续地；总共 adj. 新潮的；情绪稳定的，做事有效率的
1380,visit,n. 访问；参观；逗留 v. 访问；参观；视察
1381,gather,v. 收集；收割；使…聚集；使…皱起 n. 聚集；衣褶；收获量
1382,over,adv. 结束；越过；从头到尾 prep. 越过；在…之上；遍于…之上 adj. 结束的；上面的 vt. 越过 n. (Over)人名；(俄、西、土)奥韦尔
1383,madam,n. 夫人；女士；鸨母
1384,recreation,n. 娱乐；消遣；休养
1385,dive,v. 潜水；跳水；俯冲；急剧下降 n. 潜水；跳水；俯冲；扑
1386,wing,n. 翼；翅膀；飞翔；派别；侧厅，耳房，厢房 v. 使飞；飞过；空运；增加…速度；装以翼
1387,lemon,adj. 柠檬色的 n. 柠檬
1388,record,v. 记录，记载；标明；将录音 n. 档案，履历；唱片；最高纪录 adj. 创纪录的
1389,beach,n. 海滩；湖滨 v. 将…拖上岸
1390,chairwoman,n. 女主席；女议长
1391,basement,n. 地下室；地窖
1392,schedule,v. 安排，计划；编制目录；将……列入计划表 n. 时间表；计划表；一览表
1393,wood,n. 木材；木制品；树林 vi. 收集木材 vt. 植林于；给…添加木柴
1394,deaf,adj. 聋的
1395,architect,n. 建筑师
1396,walnut,n. 胡桃；胡桃木 adj. 胡桃科植物的
1397,Irish,adj. 爱尔兰的；爱尔兰人的 n. 爱尔兰人；爱尔兰语；爱尔兰
1398,manner,n. 方式；习惯；种类；规矩；风俗
1399,twin,v. 使成对 n. 双胞胎中一人 adj. 双胞胎的
1400,powerful,adj. 强大的；强有力的 adv. 很；非常
1401,frequent,adj. 频繁的；时常发生的；惯常的 v. 常到，常去；时常出入于
1402,dam,v. 控制；筑坝 n. [水利] 水坝；障碍
1403,free,adj. 免费的；自由的，不受约束的；[化学] 游离的 v. 使自由，解放；释放 adv. 自由地；免费 n. (Free)人名；(英)弗里
1404,ninety,n. 九十 adj. 九十的；九十岁的 num. 九十
1405,fright,n. 惊吓；惊骇 v. 使惊恐
1406,snake,n. 蛇；阴险的人 v. 迂回前进
1407,version,n. 版本；译文；倒转术
1408,disabled,adj. 残废的，有缺陷的 v. 使…失去能力（disable的过去分词）
1409,march,v. （坚定地向某地）前进；行军，进军；游行示威；进展，进行 n. 行进，前进；行军；游行示威；进行曲
1410,truth,n. 真理；事实；诚实；实质
1411,heel,n. 脚后跟；踵 v. 倾侧
1412,furnished,adj. 家具，有家具的 v. 供应；装备（furnish的过去分词）
1413,nest,n. 巢，窝；安乐窝；温床 v. 筑巢；嵌套
1414,conclude,v. 推断；决定，作结论；结束
1415,basin,n. 水池；流域；盆地；盆
1416,pear,n. [园艺] 梨树；梨子
1417,awkward,adj. 尴尬的；笨拙的；棘手的；不合适的
1418,stopwatch,n. 码表；跑表 vt. 用秒表测定时间
1419,shame,n. 羞耻，羞愧；憾事，带来耻辱的人 v. 使丢脸，使羞愧
1420,quiz,n. 考查；恶作剧；课堂测验 v. 挖苦；张望；对…进行测验
1421,forty,n. 四十 adj. 四十的；四十个的
1422,clumsy,adj. 笨拙的
1423,ground,n. 地面；土地；范围；战场;根据 v. 使接触地面；打基础；使搁浅 adj. 土地的；地面上的；磨碎的；磨过的
1424,show,v. 显示；说明；演出；展出 n. 显示；表演；炫耀
1425,rebuild,v. 重建；改造，重新组装；复原
1426,politician,n. 政治家，政客
1427,north,n. 北，北方 adj. 北方的；朝北的 adv. 在北方，向北方
1428,rat,n. 鼠；卑鄙小人，叛徒 v. 捕鼠；背叛，告密
1429,nor,conj. 也不；也不是 adv. 也不；也没有 n. (Nor)人名；(中)挪(广东话·威妥玛)；(马来、俄)诺尔；(柬)诺
1430,captain,n. 队长，首领；船长；上尉；海军上校 v. 指挥；率领
1431,cautious,adj. 谨慎的；十分小心的
1432,guest,n. 客人，宾客；顾客 v. 款待，招待 adj. 客人的；特邀的，客座的
1433,hair,n. 头发；毛发；些微 vt. 除去…的毛发 vi. 生长毛发；形成毛状纤维 adj. 毛发的；护理毛发的；用毛发制成的
1434,dozen,n. 十二个，一打 adj. 一打的
1435,certificate,v. 发给证明书；以证书形式授权给…；用证书批准 n. 证书；执照，文凭
1436,love,n. 恋爱；亲爱的；酷爱；喜爱的事物；爱情，爱意；疼爱；热爱；爱人，所爱之物 v. 爱，热爱；爱戴；赞美，称赞；喜爱；喜好；喜欢；爱慕
1437,container,n. 集装箱；容器
1438,flour,n. 面粉；粉状物质 v. 撒粉于；把…磨成粉
1439,total,adj. 全部的；完全的；整个的 v. 总数达 n. 总数，合计
1440,purple,adj. 紫色的；帝王的；华而不实的 n. 紫色；紫袍 v. 变成紫色
1441,withdraw,v. 撤退；收回；撤消；拉开
1442,insist,v. 坚持，强调
1443,joke,n. 玩笑，笑话；笑柄 v. 开…的玩笑
1444,autonomous,adj. 自治的；自主的；自发的
1445,all,adj. 全部的 adv. 全然地；越发 n. 全部 pron. 全部
1446,score,n. 分数；二十；配乐；刻痕 v. 获得；评价；划线，刻划；把…记下
1447,protect,v. 保护，防卫；警戒
1448,handwriting,n. 笔迹；书法；书写；手稿 v. 亲手写（handwrite的ing形式）
1449,sing,v. 唱歌；歌颂；鸣叫；呼号 n. 演唱；鸣声；呼啸声
1450,deliver,v. 交付；发表；递送；释放；给予（打击）；给…接生 n. 投球
1451,meaning,n. 意义；含义；意图 adj. 意味深长的 v. 意味；意思是（mean的ing形式）
1452,balcony,n. 阳台；包厢；戏院楼厅
1453,hibernation,n. 冬眠；过冬；避寒
1454,vase,n. 瓶；花瓶
1455,resemble,v. 类似，像
1456,cab,n. 驾驶室；出租汽车；出租马车 v. 乘出租马车（或汽车）
1457,decision,n. 决定，决心；决议
1458,composition,n. 作文，作曲，作品；[材] 构成；合成物；成分
1459,tent,n. 帐篷；住处；帷幕 v. 用帐篷遮盖；使在帐篷里住宿
1460,rewind,n. 重绕；倒带器 v. 倒回；重绕
1461,conductor,n. 导体；售票员；领导者；管理人
1462,edition,n. 版本
1463,female,adj. 女性的；雌性的；柔弱的，柔和的 n. 女人；[动] 雌性动物
1464,determination,n. 决心；果断；测定
1465,equal,adj. 平等的；相等的；胜任的 v. 等于；比得上 n. 对手；匹敌；同辈；相等的事物
1466,little,adj. 小的；很少的；短暂的；小巧可爱的 adv. 完全不 n. 少许；没有多少；短时间
1467,hibernate,v. 过冬；（动物）冬眠；（人等）避寒
1468,pepper,n. 胡椒；辣椒；胡椒粉 v. 加胡椒粉于；使布满
1469,glove,n. 手套 vt. 给…戴手套
1470,diary,n. 日志，日记；日记簿
1471,citizen,n. 公民；市民；老百姓
1472,destroy,v. 破坏；消灭；毁坏
1473,altogether,adv. 完全地；总共；总而言之 n. 整个；裸体
1474,contribution,n. 贡献；捐献；投稿
1475,decoration,n. 装饰，装潢；装饰品；奖章
1476,view,n. 观察；视野；意见；风景 v. 观察；考虑；查看
1477,darkness,n. 黑暗；模糊；无知；阴郁
1478,bar,n. 条，棒；酒吧；障碍；法庭 v. 禁止；阻拦 prep. 除……外
1479,dessert,n. 餐后甜点；甜点心
1480,wag,v. 摇摆；摇动；饶舌 n. 摇摆；爱说笑打趣的人
1481,vinegar,n. 醋
1482,realize,v. 实现；认识到；了解；将某物卖得，把(证券等)变成现钱；变卖
1483,exhibition,n. 展览，显示；展览会；展览品
1484,broadcast,v. 播送，播放；（无线电或电视）广播；播撒（种子） n. 广播；播音；广播节目 adj. 广播的
1485,parrot,n. 鹦鹉；学舌者，应声虫；机械模仿别人的人 v. 机械地模仿
1486,debt,n. 债务；借款；罪过
1487,birdcage,n. 鸟笼；鸟笼状物；信号灯；宿舍
1488,scare,v. 惊吓；把…吓跑 n. 恐慌；惊吓；惊恐 adj. （美）骇人的
1489,where,adv. 在哪里 pron. 哪里 conj. 在…的地方 n. 地点
1490,ambulance,n. [车辆][医] 救护车；战时流动医院
1491,easy,adj. 容易的；舒适的 adv. 不费力地，从容地 vi. 停止划桨 vt. 发出停划命令
1492,housework,n. 家务事
1493,concrete,adj. 混凝土的；实在的，具体的；有形的 v. 凝结 n. 具体物；凝结物
1494,sound,v. 听（诊）；测量，测…深；使发声；试探；宣告 n. 声音，语音；噪音；海峡；吵闹；听力范围；[医] 探条 adj. 健全的，健康的；合理的；可靠的；有效彻底的 adv. 彻底地，充分地
1495,scientist,n. 科学家
1496,construct,v. 建造，构造；创立 n. 构想，概念
1497,get,v. 使得；获得；受到；变成 n. 生殖；幼兽
1498,tall,adj. 高的；长的；过分的；夸大的 adv. 夸大地 n. (Tall)人名；(马里、阿拉伯)塔勒；(芬、罗、瑞典)塔尔；(英)托尔；(土)塔勒
1499,diploma,n. 毕业证书，学位证书；公文，文书；奖状 vt. 发给…毕业文凭
1500,beside,prep. 在旁边；与…相比；和…无关
1501,photographer,n. 摄影师；照相师
1502,anchor,n. 锚；抛锚停泊；靠山；新闻节目主播 v. 抛锚；使固定；主持节目 adj. 末棒的；最后一棒的
1503,a,n. 字母A；第一流的；学业成绩达最高标准的评价符号 abbr. [物]安（ampere）
1504,social,adj. 社会的，社交的；群居的 n. 联谊会；联欢会
1505,easily,adv. 容易地；无疑地
1506,chess,n. 国际象棋，西洋棋
1507,strange,adj. 奇怪的；陌生的；外行的 adv. 奇怪地；陌生地，冷淡地 n. (Strange)人名；(英)斯特兰奇；(瑞典、塞)斯特朗格
1508,sick,adj. 厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的 n. 病人 v. 使狗去咬；呕吐；追击
1509,Russian,adj. 俄国的；俄语的 n. 俄语；俄国人
1510,inland,n. 内地；内陆 adj. 内陆的；内地的；国内的 adv. 在内地；向内地；向内陆；在内陆
1511,academy,n. 学院；研究院；学会；专科院校
1512,invent,v. 发明；创造；虚构
1513,wealth,n. 财富；大量；富有
1514,chick,n. 小鸡；小鸟；少妇 adj. 胆小的；懦弱的
1515,companion,n. 同伴；朋友；指南；手册 v. 陪伴
1516,mouth,n. 口，嘴；河口 v. 做作地说，装腔作势地说；喃喃地说出
1517,find,v. 查找，找到；发现；认为；感到；获得 n. 发现
1518,town,n. 城镇，市镇；市内商业区
1519,trousers,n. 裤子，长裤
1520,performer,n. 演出者；执行者；演奏者
1521,petrol,n. （英）汽油
1522,solid,adj. 固体的；可靠的；立体的；结实的；一致的 n. 固体；立方体
1523,uncomfortable,adj. 不舒服的；不安的
1524,expense,n. 损失，代价；消费；开支 vt. 向…收取费用 vi. 被花掉
1525,bowling,n. 滚木球戏；保龄球戏 v. 打保龄球（bowl的现在分词）
1526,metre,n. 米；公尺；韵律
1527,passage,n. 一段（文章）；走廊；通路
1528,nearly,adv. 差不多，几乎；密切地
1529,institute,v. 开始（调查）；制定；创立；提起（诉讼） n. 学会，协会；学院
1530,draw,v. 画；拉；吸引 n. 平局；抽签
1531,as,conj. 因为；随着；虽然；依照；当…时 prep. 如同；当作；以…的身份 adv. 同样地；和…一样的
1532,meal,n. 一餐，一顿饭；膳食 vi. 进餐
1533,sneeze,v. 打喷嚏 n. 喷嚏
1534,bit,n. [计] 比特（二进位制信息单位）；少量；马嚼子；辅币；老一套；一点，一块 vt. 控制 adj. 很小的；微不足道的 adv. 有点儿；相当
1535,but,conj. 但是；而是；然而 adv. 仅仅，只 prep. 除…以外 n. (But)人名；(俄、罗)布特；(越)笔
1536,monitor,n. 监视器；监听器；监控器；显示屏；班长 v. 监控
1537,thrill,n. 激动；震颤；紧张 v. 使…颤动；使…紧张；使…感到兴奋或激动
1538,advice,n. 建议；忠告；劝告；通知
1539,whale,v. 猛揍；使惨败 n. 鲸；巨大的东西
1540,vacant,adj. 空虚的；空的；空缺的；空闲的；茫然的 n. (Vacant)人名；(法)瓦康
1541,underground,adv. 在地下；秘密地 adj. 地下的；秘密的；先锋派的 n. 地下；地铁；地道；地下组织；秘密活动；先锋派团体
1542,rocket,v. 飞驰，飞快地移动；迅速增加 n. 火箭
1543,trial,n. 试验；审讯；努力；磨炼 adj. 试验的；审讯的
1544,Shanghai,n. 上海（中国东部港市）
1545,root,n. 根；根源；词根；祖先 v. 生根；根除
1546,nationwide,adj. 全国范围的；全国性的 adv. 在全国
1547,hotel,n. 旅馆，饭店；客栈 vt. 使…在饭店下榻 vi. 进行旅馆式办公
1548,specialist,n. 专家；专门医师 adj. 专家的；专业的
1549,any,adj. 任何的；所有的；丝毫 pron. 任何；任何一个；若干 adv. 稍微；少许 n. (Any)人名；(法、罗)阿尼
1550,thirty,n. 三十年代 num. 三十 adj. 三十个的
1551,attractive,adj. 吸引人的；有魅力的；引人注目的
1552,phenomenon,n. 现象；奇迹；杰出的人才
1553,counter,n. 柜台；对立面；计数器；（某些棋盘游戏的）筹码 v. 反击，还击；反向移动，对着干；反驳，回答 adj. 相反的 adv. 反方向地；背道而驰地
1554,scarf,n. 围巾；嵌接，嵌接处；头巾领巾 v. 披嵌接；用围巾围
1555,tail,n. 尾巴；踪迹；辫子；燕尾服 v. 尾随；装上尾巴 adj. 从后面而来的；尾部的
1556,swear,v. 发誓；咒骂 n. 宣誓；诅咒
1557,high,adj. 高的；高级的；崇高的；高音调的 n. 高水平；天空；由麻醉品引起的快感；高压地带 adv. 高；奢侈地
1558,adjustment,n. 调整，调节；调节器
1559,rely,v. 依靠；信赖
1560,deserve,v. 应受，应得
1561,mine,n. 矿，矿藏；矿山，矿井；地雷，水雷 v. 开采，采掘；在…布雷 pron. 我的
1562,AIDS,abbr. 获得性免疫缺乏综合征；爱滋病（Acquired Immune Deficiency Syndrome）
1563,deal,v. 处理；给予；分配；发牌 n. 交易；（美）政策；待遇；份量
1564,apron,n. 围裙；[航] 停机坪；舞台口 vt. 着围裙于；围绕
1565,data,n. 数据（datum的复数）；资料
1566,acquaintance,n. 熟人；相识；了解；知道
1567,great,adj. 伟大的，重大的；极好的，好的；主要的 n. 大师；大人物；伟人们
1568,bandage,n. 绷带 v. 用绷带包扎
1569,oral,adj. 口头的，口述的 n. 口试
1570,throw,v. 投；抛；掷 n. 投掷；冒险
1571,loss,n. 减少；亏损；失败；遗失
1572,regulation,n. 管理；规则；校准 adj. 规定的；平常的
1573,boil,v. 煮沸，沸腾；激动，激昂 n. 沸腾，煮沸；疖子
1574,Greece,n. 希腊（欧洲南部国家）
1575,chart,n. 图表；海图；图纸；排行榜 v. 绘制…的图表；在海图上标出；详细计划；记录；记述；跟踪（进展或发展
1576,shape,n. 形状；模型；身材；具体化 v. 形成；塑造，使成形；使符合
1577,milk,n. 牛奶；乳状物 v. 榨取；挤…的奶
1578,group,n. 组；团体 adj. 群的；团体的 v. 聚合
1579,prevent,v. 预防，防止；阻止
1580,associate,v. 交往；结交 n. 同事，伙伴；关联的事物 adj. 副的；联合的
1581,plug,n. 插头；塞子；栓 v. 塞住；用插头将与电源接通
1582,detective,adj. 侦探的 n. 侦探
1583,alcohol,n. 酒精，乙醇
1584,offshore,adj. 离岸的；[海洋] 近海的；吹向海面的 adv. 向海面，向海
1585,cigar,n. 雪茄
1586,jacket,n. 羽绒滑雪衫；西装短外套；短上衣，夹克；土豆皮；书籍的护封；文件套，公文夹 v. 给…穿夹克；给…装护套；给…包上护封；〈口〉打
1587,red,n. 红色，红颜料；赤字 adj. 红色的；红肿的，充血的
1588,Christian,n. 基督徒，信徒 adj. 基督教的；信基督教的
1589,theoretical,adj. 理论的；理论上的；假设的；推理的
1590,also,adv. 也；而且；同样 conj. 并且；另外 n. (Also)人名；(罗)阿尔索
1591,necessary,adj. 必要的；必需的；必然的 n. 必需品
1592,gold,n. 金，黄金；金色；金币 adj. 金的，金制的；金色的
1593,sympathy,n. 同情；慰问；赞同
1594,tomato,n. 番茄，西红柿
1595,create,v. 创造，创作；造成
1596,anyhow,adv. 总之；无论如何；不管怎样
1597,declare,v. 宣布，声明；断言，宣称
1598,recommend,v. 推荐，介绍；劝告；使受欢迎；托付
1599,London,n. 伦敦
1600,addicted,adj. 沉溺于某种（尤其是不良的）嗜好的；入了迷的，上了瘾的 v. 使…上瘾（addict的过去分词）
1601,focus,n. 焦点；中心；清晰；焦距 v. 使集中；使聚焦
1602,forget,v. 忘记；忽略 n. (Forget)人名；(法)福尔热
1603,sailing,n. 航行，航海；启航；航海术 adj. 航行的 v. 航行，起航（sail的现在分词形式）
1604,serious,adj. 严肃的，严重的；认真的；庄重的；危急的
1605,dad,n. 爸爸；爹爹
1606,scold,v. 责骂；叱责 n. 责骂；爱责骂的人
1607,vacation,n. 假期；（房屋）搬出 v. 休假，度假
1608,immediate,adj. 立即的；直接的；最接近的
1609,timetable,n. 时间表；时刻表；课程表
1610,recycle,v. 使再循环；使…重新利用 n. 再生；再循环；重复利用
1611,fall,v. 落下；变成；来临；减弱 n. 下降；秋天；瀑布 adj. 秋天的
1612,join,v. 参加；结合；连接 n. 结合；连接；接合点
1613,pink,n. 粉红色；化身，典范；石竹花；头面人物 v. 扎，刺，戳；使…变粉红色；使…面红耳赤 adj. 粉红的；比较激进的；石竹科的；脸色发红的
1614,joy,n. 欢乐，快乐；乐趣；高兴 v. 欣喜，欢喜
1615,muddy,adj. 泥泞的；模糊的；混乱的 v. 使污浊；使沾上泥；把…弄糊涂
1616,rest,v. 使休息，使轻松；把…寄托于 n. 休息，静止；休息时间；剩余部分；支架
1617,exit,n. 出口，通道；退场 v. 退出；离去
1618,headline,n. 大标题；内容提要；栏外标题；头版头条新闻 v. 给…加标题；使成为注意中心；大力宣传
1619,flu,n. 流感
1620,network,n. 网络；广播网；网状物
1621,vehicle,n. [车辆] 车辆；工具；交通工具；运载工具；传播媒介；媒介物
1622,task,v. 分派任务 n. 工作，作业；任务
1623,unbearable,adj. 难以忍受的；承受不住的
1624,rapid,adj. 迅速的，急促的；飞快的；险峻的 n. 急流；高速交通工具，高速交通网
1625,concentrate,v. 集中；浓缩；全神贯注；聚集 n. 浓缩，精选；浓缩液
